0.031050 1110.364160 669.250560 0.009260 102.455662 0.004470
0.044780 1050.767360 585.911589 0.046970 101.659124 0.026660
0.118410 1050.656183 687.570651 0.200800 285.372111 0.033730
0.352940 989.053853 408.926803 0.220830 308.659016 0.033830
0.607600 951.350613 102.579200 0.026440 233.192967 0.006820
0.640860 1029.734400 322.203747 0.240830 79.709463 0.020250
0.901940 1034.898773 242.661760 0.355050 321.709260 0.047180
1.304170 1062.973440 563.143680 0.016350 457.975395 0.212590
1.533110 1057.259520 105.203931 0.122340 140.292625 0.004710
1.660160 994.786743 230.819109 0.052550 102.291708 0.006710
1.719420 1010.259782 331.933789 0.174880 703.881774 0.039820
1.934120 1056.481280 1034.296320 0.006250 99.195053 0.019860
1.960230 1074.725683 936.793498 0.181190 204.473197 0.027210
2.168630 925.603840 1076.693333 0.153250 743.814348 0.053660
2.375540 1025.935360 339.676800 0.066920 129.112754 0.015590
2.458050 1024.546133 468.782080 0.024650 87.165289 0.006880
2.489580 1059.824071 389.074773 0.160480 450.222763 0.060340
2.710400 1020.456960 837.573120 0.033640 100.485770 0.006770
2.750810 991.923200 741.223680 0.038530 930.819547 0.222430
3.011770 1907.896320 906.808320 0.006930 904.546275 0.033190
3.051890 1023.815680 715.482978 0.107610 72.257975 0.008920
3.168420 984.739840 776.263680 0.007900 556.597784 0.049910
3.226230 1045.348124 222.975573 0.281350 113.658828 0.006590
3.514170 951.532658 158.811819 0.381800 453.917826 0.026780
3.922750 978.513920 611.927040 0.202630 450.900444 0.045060
4.170440 1049.699474 166.681234 0.120930 1051.094497 0.245400
4.536770 2019.717120 571.484160 0.029230 973.783024 0.033300
4.599300 1056.413324 429.008989 0.181030 783.128774 0.040130
4.820460 1086.730240 1211.550720 0.243570 411.965181 0.017340
5.081370 1020.733440 804.906240 0.060280 223.530170 0.020470
5.162120 1004.503930 1027.846456 0.173940 837.837966 0.046730
5.382790 1102.071148 195.708789 0.502560 988.149032 0.040440
5.925790 1127.956480 1183.518720 0.180420 1033.537347 0.033550
6.139760 1094.924873 150.509349 0.596520 528.214313 0.771040
7.507320 1046.538240 676.502784 0.153160 636.479309 0.040060
7.700540 1092.526080 41.687040 0.006810 184.660728 0.013320
7.720670 1099.283590 226.224083 0.173890 65.075027 0.026940
7.921500 1107.136334 290.823569 0.207720 1212.477679 0.026850
8.156070 967.905280 1495.280640 0.006780 1472.223297 0.207260
8.370110 1074.565120 26.926080 0.006720 87.937070 0.013370
8.390200 1058.677101 113.415959 0.830730 58.108942 0.020080
9.241010 1065.408441 171.133705 0.535980 138.961221 0.006600
9.783590 1134.566400 291.663360 0.033650 116.846104 0.006860
9.824100 1057.557943 203.784411 0.126990 41.081965 0.013320
9.964410 1098.325760 208.855200 0.262170 9.521897 0.012820
10.239400 1107.192686 212.325669 0.160420 117.001906 0.020080
10.419900 1001.543680 262.602240 0.013570 109.625122 0.006540
10.440010 1092.710400 201.722880 0.006680 965.865185 0.033620
10.480310 1106.964480 1167.482880 0.188390 1075.845758 0.036700
10.705400 1064.603012 92.471437 0.559380 95.638981 0.005820
11.270600 1105.316864 179.011584 0.180860 88.166899 0.006630
11.458090 1049.369844 110.869577 0.348390 68.799788 0.020030
11.826510 1005.936640 164.226560 0.254530 143.563985 0.014390
12.095430 990.721321 306.981987 0.259820 320.965221 0.027320
12.382570 1042.133333 623.802880 0.176230 90.178940 0.011160
12.569960 1128.529920 649.646080 0.020100 288.982628 0.020120
12.610180 1103.073280 937.505280 0.187800 266.412764 0.033110
12.831090 1190.265417 685.764754 0.160840 536.149493 0.026920
13.018850 920.084480 1148.861440 0.026680 9.942711 0.006630
13.052160 927.028663 1141.745554 0.208740 166.266241 0.012450
13.273350 1090.585340 1171.639973 0.925590 212.493532 0.005780
14.204720 1275.753095 1067.397928 0.140220 444.562125 0.033630
14.378570 1200.217825 629.299874 0.870640 570.505031 0.040150
15.289360 1054.720000 77.660160 0.014000 116.408737 0.006140
15.309500 1107.204096 181.565952 0.094170 100.325495 0.006490
15.410160 1029.639680 245.197440 0.141980 1121.724249 0.058740
15.610880 1001.922560 1366.579200 0.170840 1323.124658 0.030150
15.811870 1138.319360 50.503680 0.006650 154.906511 0.006700
15.825220 1037.158047 167.817004 0.228220 117.335970 0.006400
16.059840 922.903438 141.103445 0.361540 154.984227 0.006670
16.428050 967.382109 289.568116 0.109050 23.694316 0.011710
16.548810 990.326154 295.483471 0.705000 108.848437 0.259190
17.513000 970.772480 188.405760 0.007810 57.719160 0.012360
17.533170 968.025600 130.752000 0.067210 88.191390 0.013950
17.614330 1004.441186 211.074017 0.809950 881.442017 0.020110
18.444390 1034.485760 1092.003840 0.006480 932.688057 0.214340
18.665210 1029.468160 159.329280 0.008160 20.841304 0.005440
18.678810 1010.599030 168.178906 0.535630 38.700264 0.020270
19.234710 1003.770149 206.271909 0.455370 75.130070 0.033420
19.723500 943.856371 160.941272 0.167690 325.147978 0.053320
19.944510 708.936107 385.738240 0.401940 119.937142 0.006720
20.353170 788.341419 475.625472 0.247770 0.000000 0.006720
