0.048830 0.099437
0.081740 0.396428
0.492710 0.183783
0.558290 1.392789
0.837740 -1.357258
0.952670 -0.149991
0.985550 2.344145
1.519990 -1.731885
1.790880 0.268264
1.823230 -0.602333
1.921710 2.003195
2.431140 -1.685751
2.579300 -0.459663
2.661130 0.014506
2.727010 2.692910
3.597580 1.363457
3.929630 -1.437825
4.205540 2.186770
4.665680 -2.431193
4.862780 -0.056474
4.903320 -0.027739
4.944610 0.153099
4.994170 0.701116
5.125340 0.650435
5.371870 -0.333822
5.782580 -1.692029
6.193590 -3.186725
6.357710 -1.235042
6.406850 -1.235042
