0.025310 0.240646
0.038670 0.162755
0.413800 2.446959
1.036970 0.165447
1.097960 -0.247158
1.324760 1.084875
1.545660 2.508183
2.162020 -0.133690
2.738010 -0.134495
2.831660 -2.879891
3.119810 -0.253186
3.135390 -0.506841
3.416370 2.684682
3.936990 1.675389
4.191380 -0.196144
4.265210 0.149301
4.298670 -2.813396
4.368180 -1.158986
4.834520 0.662659
5.110490 0.431709
5.236500 -1.133706
5.471040 1.191879
5.825800 1.237114
6.067120 -1.443899
6.120530 0.157179
6.180930 -0.713628
6.363120 1.728205
6.676480 -1.623796
6.978820 0.042710
6.991150 1.481802
7.239210 2.207826
7.850610 0.615610
8.292950 1.542980
8.592210 -0.459452
8.712930 -0.333409
8.753770 0.669815
8.958040 -0.294510
9.101250 -1.587319
9.362340 1.666715
9.639820 -0.641193
9.686610 -0.350344
9.710550 -0.357800
9.737770 -0.232159
9.873230 2.242458
10.193230 -3.649749
10.266740 -0.128909
10.295800 0.259263
10.353790 -2.758268
10.514520 -0.071935
10.541360 0.542709
10.628440 0.384057
10.923300 -1.970333
10.963310 -0.589029
11.164230 -0.018194
11.318300 0.272855
11.514570 0.843475
11.667870 -1.430260
11.713690 -0.150979
11.733820 0.329294
11.874250 -2.055239
12.095280 0.719513
12.202570 0.940046
12.443800 0.940046
