0.031050 -0.180327
0.044780 -0.024567
0.118410 0.189587
0.352940 0.212864
0.607600 -0.468725
0.640860 0.938355
0.901940 0.799746
1.304170 -1.155298
1.533110 0.236157
1.660160 0.001060
1.719420 -1.098099
1.934120 -0.205118
1.960230 0.384995
2.168630 -1.303099
2.375540 -0.007900
2.458050 -0.079373
2.489580 -0.461255
2.710400 -0.078363
2.750810 -1.741931
3.011770 -1.843051
3.051890 0.352342
3.168420 -1.464195
3.226230 1.083616
3.514170 0.556960
3.922750 -0.262305
4.170440 -1.707812
4.536770 -1.867681
4.599300 -1.290430
4.820460 0.035739
5.081370 -0.299973
5.162120 -1.468971
5.382790 -0.363648
5.925790 -1.987909
6.139760 1.351476
7.507320 -1.012009
7.700540 -0.441467
7.720670 0.667915
7.921500 -2.348170
8.156070 -4.008434
8.370110 -0.172001
8.390200 3.742755
9.241010 2.168323
9.783590 -0.096241
9.824100 0.543694
9.964410 1.237713
10.239400 0.524887
10.419900 -0.151904
10.440010 -2.608955
10.480310 -2.067814
10.705400 2.386596
11.270600 0.658297
11.458090 1.486215
11.826510 0.825748
12.095430 0.362323
12.382570 0.665228
12.569960 -0.667792
12.610180 0.191112
12.831090 -0.614967
13.018850 0.138561
13.052160 0.659757
13.273350 3.863100
14.204720 -0.534081
14.378570 2.529364
15.289360 -0.204163
15.309500 0.237844
15.410160 -2.411565
15.610880 -2.827816
15.811870 -0.317678
15.825220 0.851618
16.059840 1.298718
16.428050 0.495733
16.548810 3.018786
17.513000 -0.084782
17.533170 0.116246
17.614330 1.362518
18.444390 -2.517972
18.665210 0.030569
18.678810 2.424044
19.234710 1.980242
19.723500 0.026772
19.944510 1.609648
20.353170 1.609648
