0.000000 32.141468 46.447870
0.016740 24.289552 32.664928
0.032880 11.291331 10.035666
0.049120 -5.014573 -11.534453
0.065750 -13.479650 -20.005969
0.081680 -5.742125 -2.250887
0.098280 -1.248653 2.537516
0.114900 1.644684 1.393564
0.131210 -1.080414 1.040244
0.148570 -1.320782 1.456729
0.164090 0.836560 -1.050456
0.180500 2.579542 -1.356142
0.196870 4.183347 4.228905
0.213820 7.945432 9.220708
0.230060 6.460550 6.364276
0.246370 1.477326 -1.978721
0.262710 0.098733 -4.885564
0.279130 -0.894045 -7.267872
0.312330 2.042174 -7.585513
0.328480 -0.157008 -7.609187
0.344910 -0.698986 -7.360090
0.367600 -0.551009 -1.871118
0.377760 -1.316954 1.875962
0.394130 0.096143 2.408882
0.410630 2.110861 3.940178
0.427020 2.640157 5.054907
0.443820 1.002572 -0.343313
0.460240 0.814040 -3.465016
0.485410 0.020138 -3.544716
0.493100 0.331977 -2.042881
0.509190 0.672017 2.954651
0.525670 1.383640 5.380250
0.542360 3.099888 1.509388
0.558670 1.345363 -1.062187
0.574890 0.279762 -3.782642
0.608410 0.266296 -5.956800
0.624480 3.896794 2.785278
0.657070 -1.549892 -1.314456
0.673780 -22.006233 -19.090188
0.696330 -16.833081 -18.825501
0.706530 0.436543 -8.152799
0.722750 15.549120 2.988798
0.739410 35.660056 25.270645
0.755910 53.712431 38.565250
0.772130 61.072255 39.472743
0.788790 49.623747 27.240259
0.806080 22.769111 4.551982
0.821730 3.344635 -5.866933
0.837750 4.440720 1.474433
0.854130 -3.561853 3.586062
0.870790 -2.368964 7.118421
0.887330 6.907100 14.838263
0.903750 9.362431 9.899829
0.919820 6.588030 5.110320
0.936340 0.714161 0.427225
0.952760 -4.079682 -0.820678
0.969070 -7.233636 -0.562149
0.985750 -4.233547 0.844040
1.002350 1.700301 3.768391
1.022060 4.912571 3.995478
1.035250 1.787398 4.603955
1.051240 0.338399 0.912222
1.067730 -0.733302 -2.081139
1.084460 -0.187856 -2.146586
1.100950 -0.254506 -0.640735
1.117320 1.128172 -1.404309
1.138200 1.753618 -0.073168
1.150040 0.659196 0.025704
1.166240 -1.168464 -1.750453
1.182740 -2.230729 -1.579438
1.199110 -0.933602 -3.271557
1.215740 -0.731201 -2.763755
1.242100 -0.799006 -3.441517
1.248320 1.717537 -2.800566
1.264820 4.907111 0.113717
1.281250 6.761564 1.654860
1.297740 7.876439 1.493109
1.322420 9.933180 6.265925
1.330980 4.785473 7.881906
1.346910 -4.917526 1.838678
1.363510 -7.755075 -8.282349
1.379880 -15.448021 -11.889313
1.396450 -23.291329 -11.183151
1.413100 -30.648598 -10.010723
1.429440 -31.939296 -5.340487
1.445790 -27.593078 2.482529
1.462980 -18.489050 8.168041
1.494860 -11.012305 4.733391
1.511410 3.145950 0.603891
1.528020 5.253487 -2.595968
1.544780 -2.173280 -3.563082
1.574100 0.295654 -5.579104
1.577930 -4.486793 -8.649722
1.593400 -9.965064 -14.380100
1.609880 -17.612146 -15.708429
1.626250 -22.168472 -19.362474
1.642900 -24.039592 -23.266135
1.659440 -19.473096 -24.485082
1.692150 -14.085088 -18.447779
1.708500 -0.390672 -8.270034
1.724870 6.479811 3.356687
1.741560 2.140979 7.959600
1.758100 0.603071 11.833998
1.774260 -2.734080 13.745287
1.790590 -3.904299 4.926728
1.807040 -4.783915 -4.591053
1.823520 -2.453422 -7.981859
1.840030 -0.852027 -4.322031
1.856600 3.646871 -4.126921
1.872970 3.750290 4.701396
1.899080 0.694453 12.800679
1.905470 -3.799632 17.797607
1.922030 -7.718447 17.661652
1.938840 -9.424913 14.018413
1.954990 -8.136877 9.336687
1.971590 -2.429099 9.068757
1.987900 2.809600 4.872321
2.006960 5.463751 1.066460
2.020980 2.094065 4.197598
2.036990 1.631447 4.244767
2.053380 1.539378 4.484736
2.070180 2.523288 5.173370
2.086440 4.193444 5.291672
2.102970 3.932872 4.881366
2.135700 2.933839 4.588327
2.152240 0.647754 2.163624
2.168760 -2.588827 -1.036758
2.185210 -3.855456 -1.475100
2.202260 -2.642116 -2.186972
2.225190 -1.742612 -3.293340
2.234240 -0.212959 -2.804786
2.250610 -0.768497 -0.233955
2.266980 -0.331721 0.100578
2.283830 1.465063 -0.605283
2.300200 3.588247 -1.688471
2.316510 3.461592 -2.964590
2.337750 3.643849 -2.957347
2.349470 2.589073 -4.149080
2.365660 0.376577 -2.874538
2.381850 -1.806929 0.321740
2.398700 -1.795881 2.957849
2.415190 -0.038552 3.313037
2.431270 1.660666 4.960060
2.447720 3.334377 4.898575
2.464070 3.017266 3.295771
2.480530 2.642767 0.578435
2.497130 1.633968 0.546923
2.513720 -1.369404 -0.623095
2.530110 -0.658993 -1.083217
2.553310 0.856808 1.604004
2.562850 2.754865 -0.531702
2.579150 6.708032 -3.691718
2.595600 8.801223 -7.433870
2.611920 8.505287 -6.926878
2.628400 6.446748 -7.612776
2.645200 3.072878 -4.555614
2.662060 -0.106688 -2.211496
2.677750 -0.314361 2.433775
2.694120 -1.888210 4.904387
2.727140 -2.319393 0.494513
2.743710 -1.780256 -1.967811
2.770870 -1.690308 -3.882804
2.776150 -0.428832 -2.512039
2.792770 -0.426465 -3.980377
2.809070 1.520884 -0.420901
2.825640 -1.582794 -2.415531
2.847520 -3.455283 -1.029783
2.876910 -3.794324 1.386196
2.891390 -4.100576 1.533525
2.924130 -4.384709 1.640064
2.940640 -4.113692 0.512791
2.957020 -3.623177 0.444343
2.973390 -2.161670 -0.158091
2.989810 -0.872128 1.277837
3.006270 -1.494737 0.530479
3.022960 3.015359 2.605364
3.039140 3.684215 2.567295
3.072250 1.634847 -0.841529
3.104510 -1.087659 -6.750932
3.108490 -1.823681 -6.063457
3.121250 -1.004824 -2.895694
3.137740 -0.012805 -1.023127
3.154110 0.811646 -0.326430
3.170610 4.366277 1.897135
3.186980 7.020938 5.648551
3.203260 7.384883 8.000414
3.219790 6.907844 4.211151
3.236250 6.818196 0.683009
3.252560 4.361887 -2.327185
3.269290 -1.827437 -8.829634
3.285780 -7.527319 -11.636608
3.301970 -9.879386 -10.976973
3.318370 -9.526109 -5.374338
3.334850 -7.364244 -0.440660
3.351230 -4.048175 4.591983
3.368120 -0.525453 3.165049
3.384380 1.438827 -1.562448
3.400770 0.379441 -2.985123
3.426930 0.150223 -1.825612
3.434420 0.235584 0.553041
3.449840 0.617587 3.945186
3.466370 2.506619 5.045369
3.486340 5.036998 3.317412
3.499440 4.684615 -2.383907
3.515930 2.136440 -9.829711
3.535550 -1.773682 -11.530942
3.548510 -5.454198 -7.490167
3.564850 -4.986972 -2.229097
3.581220 -3.472789 7.376596
3.597720 4.401091 7.426619
3.614090 11.288997 3.644559
3.630600 13.320163 -0.364333
3.646970 11.279537 -3.105081
3.663540 6.726013 -3.590629
3.679840 2.802995 -3.519998
3.696470 1.667569 -2.264980
3.713070 3.500884 -1.979379
