0.226080 855.103200 473.655000 0.147850 480.473918 0.071730
0.445660 1294.489056 279.244980 0.404960 892.019166 0.098410
0.949030 403.976300 331.064125 0.805000 488.521319 0.081980
1.836010 341.688960 815.598300 0.607770 970.651635 0.098740
2.542520 1312.332000 811.513500 0.016380 9.983055 0.032990
2.591890 1303.962000 806.072500 0.739570 592.000576 0.082060
3.413520 1345.091378 215.502389 0.443090 905.907021 0.115090
3.971700 440.402118 168.546309 0.591710 787.743479 0.114900
4.678310 1227.648141 140.555471 0.297690 463.954370 0.080360
5.056360 1281.042311 601.427167 0.443410 870.798508 0.098380
5.598150 412.322400 541.296000 0.016590 115.810911 0.016620
5.631360 482.721433 633.253291 0.755360 875.135541 0.115130
6.501850 1349.261760 755.605550 0.509410 0.000000 0.115130
