aoi_order,timestamp,x,y,duration,prev_sacc_amplitude,aoi_label,aoi_line,word,word_length_signs
None,0.352940,989.053853,408.926803,0.220830,0.000000,face,None,None,None
None,0.640860,1029.734400,322.203747,0.240830,95.790371,face,None,None,None
None,0.901940,1034.898773,242.661760,0.355050,79.709463,face,None,None,None
None,1.660160,994.786743,230.819109,0.052550,41.823718,face,None,None,None
None,1.719420,1010.259782,331.933789,0.174880,102.291708,face,None,None,None
None,2.375540,1025.935360,339.676800,0.066920,17.483649,face,None,None,None
None,2.458050,1024.546133,468.782080,0.024650,129.112754,face,None,None,None
None,2.489580,1059.824071,389.074773,0.160480,87.165289,face,None,None,None
None,3.226230,1045.348124,222.975573,0.281350,166.728814,face,None,None,None
None,3.514170,951.532658,158.811819,0.381800,113.658828,face,None,None,None
None,4.170440,1049.699474,166.681234,0.120930,98.481732,face,None,None,None
None,4.599300,1056.413324,429.008989,0.181030,262.413656,face,None,None,None
None,4.820460,1086.730240,1211.550720,0.243570,783.128774,hands,None,None,None
None,5.382790,1102.071148,195.708789,0.502560,1015.957761,face,None,None,None
None,6.139760,1094.924873,150.509349,0.596520,45.760886,face,None,None,None
None,7.720670,1099.283590,226.224083,0.173890,75.840092,face,None,None,None
None,7.921500,1107.136334,290.823569,0.207720,65.075027,face,None,None,None
None,9.241010,1065.408441,171.133705,0.535980,126.755199,face,None,None,None
None,9.783590,1134.566400,291.663360,0.033650,138.961221,face,None,None,None
None,9.824100,1057.557943,203.784411,0.126990,116.846104,face,None,None,None
None,9.964410,1098.325760,208.855200,0.262170,41.081965,face,None,None,None
None,10.239400,1107.192686,212.325669,0.160420,9.521897,face,None,None,None
None,10.419900,1001.543680,262.602240,0.013570,117.001906,face,None,None,None
None,10.440010,1092.710400,201.722880,0.006680,109.625122,face,None,None,None
None,10.480310,1106.964480,1167.482880,0.188390,965.865185,hands,None,None,None
None,11.270600,1105.316864,179.011584,0.180860,988.472669,face,None,None,None
None,11.826510,1005.936640,164.226560,0.254530,100.474006,face,None,None,None
None,12.095430,990.721321,306.981987,0.259820,143.563985,face,None,None,None
None,13.018850,920.084480,1148.861440,0.026680,844.837604,hands,None,None,None
None,13.052160,927.028663,1141.745554,0.208740,9.942711,hands,None,None,None
None,13.273350,1090.585340,1171.639973,0.925590,166.266241,hands,None,None,None
None,15.309500,1107.204096,181.565952,0.094170,990.213487,face,None,None,None
None,15.410160,1029.639680,245.197440,0.141980,100.325495,face,None,None,None
None,15.610880,1001.922560,1366.579200,0.170840,1121.724249,hands,None,None,None
None,15.825220,1037.158047,167.817004,0.228220,1199.279926,face,None,None,None
None,16.059840,922.903438,141.103445,0.361540,117.335970,face,None,None,None
None,16.428050,967.382109,289.568116,0.109050,154.984227,face,None,None,None
None,16.548810,990.326154,295.483471,0.705000,23.694316,face,None,None,None
None,17.513000,970.772480,188.405760,0.007810,108.848437,face,None,None,None
None,17.614330,1004.441186,211.074017,0.809950,40.588566,face,None,None,None
None,18.665210,1029.468160,159.329280,0.008160,57.479276,face,None,None,None
None,18.678810,1010.599030,168.178906,0.535630,20.841304,face,None,None,None
None,19.234710,1003.770149,206.271909,0.455370,38.700264,face,None,None,None
None,19.723500,943.856371,160.941272,0.167690,75.130070,face,None,None,None
