0.026290 -0.028757
0.053440 0.278546
0.123190 -0.950517
0.384560 -1.643626
0.692440 -0.508255
0.712880 0.291429
0.833260 2.022933
1.375810 -3.861726
1.405980 -4.641015
1.623480 -0.361805
1.831460 4.807336
3.713710 -0.060913
3.793870 -0.109799
3.813920 0.468206
4.122010 0.476850
4.269730 -0.482842
5.307840 0.079839
5.339230 -0.388674
5.910220 -0.489916
5.931960 1.897459
6.854810 1.348246
7.237330 2.529566
8.181110 1.532277
8.616430 -0.419799
8.844660 -0.762643
9.085480 -0.918064
9.158940 0.010808
9.173200 0.449183
9.267100 0.038947
9.366890 1.332925
9.694940 1.006636
9.986680 -2.159243
10.030020 0.596440
10.264180 1.770276
11.067780 -0.116405
11.208760 -0.796415
11.436390 -0.695826
11.563550 2.310880
12.266180 -0.144338
12.286940 0.054755
12.327140 0.592287
12.668740 -1.668909
12.876340 -0.003381
12.983750 1.441616
13.342180 -1.533103
13.399040 -1.676503
13.680380 -1.484448
14.169350 0.020101
14.370160 0.213019
14.383470 0.131847
14.544190 -1.071951
14.751660 -0.632534
14.791860 0.185932
14.959690 1.374574
15.331600 -0.134035
15.836950 -0.091044
15.871080 0.870123
16.225430 -0.174084
16.315820 -0.187709
16.346240 0.825221
16.553620 -0.980524
16.747870 0.071849
17.123020 0.635787
17.364140 0.192474
17.437930 0.036327
17.498250 0.430106
17.941220 0.906152
18.281940 -0.761490
18.643350 -0.224131
18.844360 0.157483
19.362290 -0.902161
19.621350 -0.180260
19.641430 1.046684
19.862520 -0.221776
20.009840 -0.542948
20.056910 -0.090623
20.197530 0.395305
20.304750 0.395305
