0.047480 1031.637600 476.395500 0.016380 21.392497 0.016340
0.080200 1015.323916 462.557053 0.312360 479.988573 0.098970
0.491530 564.269795 298.425366 0.706140 426.448764 0.065860
1.263530 543.109056 724.348800 0.410560 421.515524 0.082250
1.756340 609.534000 308.100000 0.230000 816.728055 0.098500
2.084840 1425.212400 266.706000 0.263050 443.625742 0.114890
2.462780 1482.485550 706.619156 0.265890 1092.063404 0.111860
2.840530 391.864978 762.737306 0.920040 427.740454 0.098320
3.858890 387.995458 335.014355 0.542120 489.206376 0.098630
4.499640 341.901741 822.044382 0.279570 1023.333628 0.114980
4.894190 1233.157418 319.177568 0.361340 477.726252 0.088440
5.343970 1271.663286 795.349459 0.618060 948.275113 0.098330
6.060360 323.675172 818.678121 0.509120 506.151004 0.098960
6.668440 426.446400 323.070500 0.344710 0.000000 0.098960
