0.064320 850.785600 705.621000 0.016500 85.481955 0.016490
0.097310 839.476000 620.890500 0.410980 398.976595 0.065800
0.574090 465.746854 481.216419 0.624010 732.032260 0.115060
1.313160 1191.043467 580.292417 0.591480 251.883832 0.033000
1.937640 1242.512727 826.861636 0.542010 820.173379 0.114980
2.594630 422.545760 845.261200 0.262990 383.392681 0.065660
2.923280 380.158464 464.218860 0.656950 60.422532 0.049320
3.629550 381.234646 524.631808 1.560860 954.280020 0.114900
5.305310 1279.588800 202.746469 0.262740 556.657211 0.098690
5.666740 1329.231508 757.185692 0.492740 967.082343 0.131680
6.291160 370.357292 882.917538 0.706230 79.356582 0.016320
7.013710 365.013600 962.094000 0.016490 0.000000 0.016320
