aoi_order,timestamp,x,y,duration,prev_sacc_amplitude,aoi_label,aoi_line,word,word_length_signs
None,0.246010,966.821120,635.812800,0.279610,0.000000,face,None,None,None
None,2.283100,830.115840,343.741440,0.016290,322.481027,face,None,None,None
