MEDIA_ID,MEDIA_NAME,CNT,TIME(2016/10/27 10:20:04.996),TIMETICK(f=3507539),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,
0,blankscreen_1680x1050,2,0.03282,1265721031933,0.09841,0.94853,0.00000,0.03282,1,1,0.04218,0.95255,1,0.00000,0.99810,0,,0.19502,0.59110,15.72517,1.03173,1,0.56359,0.62705,16.18563,1.04064,1,
0,blankscreen_1680x1050,19,0.32245,1265722047806,0.07491,0.96758,0.05126,0.27119,2,1,0.33466,0.84553,1,0.00000,0.97714,0,,0.20579,0.58367,17.03345,0.96525,1,0.57437,0.61984,16.10216,0.96403,1,
0,blankscreen_1680x1050,41,0.67349,1265723279106,0.37786,0.75169,0.37823,0.29526,3,1,0.51326,0.53555,1,0.00000,0.97714,0,,0.21474,0.57515,15.87686,1.03144,1,0.58276,0.61330,15.35445,1.03022,1,
0,blankscreen_1680x1050,67,1.10077,1265724777818,0.49963,0.53437,0.73957,0.36121,4,1,0.42391,0.51005,1,0.00000,0.97714,0,,0.21232,0.57377,16.21310,1.01257,1,0.58050,0.61011,15.93272,1.00560,1,
0,blankscreen_1680x1050,93,1.52854,1265726278230,0.44193,0.51408,1.11710,0.41144,5,1,0.40599,0.45800,1,0.00000,0.97714,0,,0.21166,0.57268,17.10033,1.04432,1,0.58002,0.60914,16.53036,1.04803,1,
0,blankscreen_1680x1050,114,1.87290,1265727486078,0.59971,0.55574,1.59366,0.27924,6,1,0.64258,0.86686,0,0.00000,0.97714,0,,0.21389,0.58215,18.55658,1.07163,0,0.58827,0.61454,12.18702,1.06466,0,
0,blankscreen_1680x1050,165,2.71076,1265730424898,0.48782,0.44523,2.03710,0.67366,7,1,0.47426,0.48682,1,0.00000,0.97714,0,,0.21011,0.57088,15.43377,1.03608,1,0.57873,0.60850,15.83002,1.03486,1,
0,blankscreen_1680x1050,183,3.00662,1265731462651,0.43371,0.49609,2.72721,0.27941,8,1,0.14727,0.56199,1,0.00000,0.97714,0,,0.19824,0.57666,16.46183,1.01667,1,0.56653,0.61224,16.51564,1.02037,1,
0,blankscreen_1680x1050,207,3.40065,1265732844734,0.17282,0.55074,3.07198,0.32868,9,1,0.54164,0.61520,1,0.00000,0.97714,0,,0.21639,0.57593,16.42324,1.01212,1,0.58476,0.61467,15.41099,1.01090,1,
0,blankscreen_1680x1050,224,3.68011,1265733824934,0.62784,0.60033,3.46669,0.21342,10,1,0.95315,0.64654,1,0.00000,0.97714,0,,0.23116,0.57869,17.57802,1.06592,1,0.59914,0.61874,16.90003,1.05895,1,
