MEDIA_ID,MEDIA_NAME,CNT,TIME(2016/10/24 21:01:19.708),TIMETICK(f=3507539),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,
0,blankscreen_1680x1050,13,0.21345,491528952353,0.39794,0.04997,0.00000,0.21345,1,1,0.39695,0.05225,1,0.20714,0.99905,0,,0.37988,0.45240,17.15074,0.97444,1,0.75281,0.45751,18.39779,0.98037,1,
0,blankscreen_1680x1050,75,1.23264,491532527183,0.43806,0.41556,0.32845,0.90419,2,1,0.41062,0.35201,1,0.00000,0.99905,0,,0.37235,0.47275,14.06010,1.00240,1,0.74509,0.47539,12.89460,1.00383,1,
0,blankscreen_1680x1050,91,1.49534,491533448604,0.47642,0.40452,1.24916,0.24617,3,1,0.48851,0.40683,1,0.00000,0.99905,0,,0.37564,0.47365,14.61023,1.00489,1,0.74647,0.47692,8.03949,1.00631,1,
0,blankscreen_1680x1050,107,1.75842,491534371365,0.45098,0.31178,1.51154,0.24688,4,1,0.39079,0.26673,1,0.00000,0.99905,0,,0.37742,0.46860,14.41743,1.03567,1,0.74887,0.47242,8.89834,1.04202,1,
0,blankscreen_1680x1050,143,2.36000,491536481455,0.44082,0.30684,1.77457,0.58544,5,1,0.48031,0.25790,1,0.00000,0.99905,0,,0.36956,0.46687,13.37171,1.01992,1,0.74163,0.46903,9.59183,1.03168,1,
0,blankscreen_1680x1050,152,2.49729,491536962995,0.63216,0.33971,2.36594,0.13135,6,1,1.76087,0.79498,1,0.00000,0.99905,0,,0.38601,0.52697,14.21923,0.97778,1,0.73597,0.47129,6.54578,0.98839,1,
0,blankscreen_1680x1050,183,3.00948,491538759519,0.47024,0.33326,2.71095,0.29853,7,1,0.46979,0.33669,1,0.00000,0.99905,0,,0.35442,0.46895,12.82601,0.98589,1,0.72862,0.46814,12.14041,0.98755,1,
0,blankscreen_1680x1050,203,3.33912,491539915741,0.42101,0.32825,3.02322,0.31590,8,1,0.33215,0.25284,1,0.00000,0.99905,0,,0.35402,0.46462,9.53760,0.95048,1,0.72823,0.46412,13.85418,0.95213,1,
0,blankscreen_1680x1050,217,3.56511,491540708415,0.22885,0.31210,3.35166,0.21344,9,1,0.20876,0.06529,1,0.00000,0.99905,0,,0.38687,0.52166,14.09005,1.05850,1,0.72928,0.46171,14.43025,1.06911,1,
0,blankscreen_1680x1050,233,3.82955,491541635945,0.22988,0.08030,3.63111,0.19844,10,1,0.23397,0.19418,1,0.00000,0.99905,0,,0.35602,0.46118,13.63934,0.98636,1,0.73434,0.46348,15.63042,0.99271,1,
0,blankscreen_1680x1050,255,4.18973,491542899306,0.20449,0.22654,3.84678,0.34295,11,1,0.35637,0.34565,1,0.00000,0.99905,0,,0.35581,0.46617,14.41118,1.01051,1,0.73303,0.46657,15.88481,1.00725,1,
0,blankscreen_1680x1050,275,4.51817,491544051298,0.37851,0.35461,4.25515,0.26301,12,1,0.51007,0.41441,1,0.00000,0.99905,0,,0.35422,0.47212,16.83420,0.96797,1,0.73079,0.47076,15.93422,0.97432,1,
0,blankscreen_1680x1050,292,4.79745,491545030890,0.60632,0.44973,4.58364,0.21381,13,1,0.71150,0.49307,1,0.00000,0.99905,0,,0.35773,0.47500,16.51082,0.95967,1,0.73354,0.47342,14.31171,0.96559,1,
0,blankscreen_1680x1050,313,5.14239,491546240777,0.71378,0.49079,4.81362,0.32876,14,1,0.65935,0.56166,1,0.00000,0.99905,0,,0.35861,0.47386,15.41468,0.97651,1,0.73203,0.47368,8.24691,0.97817,1,
0,blankscreen_1680x1050,323,5.30649,491546816388,1.83702,3.54425,5.25755,0.04894,15,1,2.32608,2.54710,1,0.00000,0.99905,0,,0.36978,0.52857,14.15773,0.96497,1,0.69270,0.53936,13.70590,0.97559,1,
0,blankscreen_1680x1050,345,5.66793,491548084148,0.88008,0.55750,5.42146,0.24648,16,1,0.86056,0.54925,1,0.00000,0.99905,0,,0.36285,0.47545,16.02696,1.00466,1,0.74665,0.47542,7.41236,1.01100,1,
0,blankscreen_1680x1050,374,6.14467,491549756327,0.44111,0.37402,5.88171,0.26296,17,1,0.33756,0.31625,1,0.00000,0.99905,0,,0.36016,0.44383,15.72357,0.97805,1,0.73965,0.45935,17.61891,0.97971,1,
0,blankscreen_1680x1050,390,6.40738,491550677803,0.31154,0.27469,6.16095,0.24644,18,1,0.26493,0.15171,1,0.00000,0.99905,0,,0.30359,0.41920,15.45708,0.99527,1,0.68230,0.42060,16.84354,0.99693,1,
0,blankscreen_1680x1050,413,6.78512,491552002741,0.28654,0.19038,6.42362,0.36150,19,1,0.44438,0.06258,1,0.00000,0.99905,0,,0.29058,0.43367,15.53433,0.98636,1,0.67073,0.43088,16.31764,0.99271,1,
0,crosshairs_1680x1050,424,6.96558,491552635693,0.44353,0.09164,6.85094,0.11464,20,1,0.43030,0.10281,1,0.00000,0.99905,0,,0.30913,0.42682,16.13624,0.98162,1,0.68963,0.42762,16.18389,0.98328,1,
9,crosshairs_1680x1050,21,0.34536,491553904879,0.43852,0.11977,0.00000,0.34536,1,1,0.53546,0.37771,1,0.00000,0.99905,0,,0.33204,0.44596,14.26783,0.96771,1,0.71395,0.44984,15.36238,0.96526,1,
9,crosshairs_1680x1050,130,2.14336,491560211429,0.51025,0.37392,0.41094,1.73243,2,1,0.50171,0.37875,1,0.00000,0.99905,0,,0.34526,0.43166,12.80483,0.89870,1,0.73234,0.44753,12.76923,0.90462,1,
9,Butterfly3_vib_p_BEDC_1680x1050,187,3.07224,491563469514,0.49230,0.39943,2.15247,0.91977,3,1,0.48855,0.41877,1,0.00000,0.99905,0,,0.34536,0.42362,14.81717,0.91826,1,0.73279,0.44091,14.26289,0.92008,1,
19,Butterfly3_vib_p_BEDC_1680x1050,50,0.82118,491566408067,0.48955,0.38979,0.00000,0.82118,1,1,0.32860,0.34608,1,0.00000,0.99905,0,,0.33817,0.42095,13.18142,0.92248,1,0.72248,0.43692,15.94726,0.92804,1,
19,Butterfly3_vib_p_BEDC_1680x1050,71,1.16626,491567618447,0.30797,0.31100,0.88719,0.27908,2,1,0.27968,0.27552,1,0.00000,0.99905,0,,0.33643,0.42068,14.15748,0.91900,1,0.72202,0.43480,16.05855,0.92866,1,
19,Butterfly3_vib_p_BEDC_1680x1050,96,1.57706,491569059335,0.28433,0.27352,1.18295,0.39411,3,1,0.25968,0.23667,1,0.00000,0.99905,0,,0.32719,0.41157,14.68987,0.92174,1,0.71409,0.42383,16.61316,0.92356,1,
19,Butterfly3_vib_p_BEDC_1680x1050,114,1.87305,491570097516,0.21019,0.30689,1.59349,0.27956,4,1,0.21936,0.36004,1,0.00000,0.99905,0,,0.32038,0.41289,15.35672,0.86204,1,0.70772,0.42394,16.90151,0.86386,1,
19,Butterfly3_vib_p_BEDC_1680x1050,143,2.34922,491571767719,0.19791,0.35852,1.89501,0.45421,5,1,0.15486,0.31694,1,0.00000,0.99905,0,,0.31341,0.41672,17.43878,0.89773,1,0.70005,0.42560,18.92349,0.89955,1,
19,Butterfly3_vib_p_BEDC_1680x1050,160,2.63058,491572754589,0.21757,0.34197,2.36543,0.26515,6,1,0.27710,0.37409,1,0.00000,0.99905,0,,0.31827,0.41436,16.22768,0.90627,1,0.70590,0.42521,17.62837,0.91182,1,
19,Butterfly3_vib_p_BEDC_1680x1050,189,3.10473,491574417699,0.27897,0.32553,2.64497,0.45977,7,1,0.25241,0.68486,1,0.00000,0.99905,0,,0.31748,0.42799,17.34214,0.91304,1,0.70350,0.43790,18.12273,0.91124,1,
19,Butterfly3_vib_p_BEDC_1680x1050,210,3.44979,491575628012,0.28703,0.71767,3.17070,0.27909,8,1,0.31913,0.67485,1,0.00000,0.99905,0,,0.31582,0.43100,16.16542,0.91514,1,0.70407,0.44098,17.05582,0.91270,1,
19,Butterfly3_vib_p_BEDC_1680x1050,232,3.81620,491576913187,0.81186,0.72484,3.56464,0.25156,9,1,0.81104,0.70942,1,0.00000,0.99905,0,,0.34506,0.42922,16.62414,0.93767,1,0.73120,0.44380,14.45860,0.94360,1,
19,Butterfly3_vib_p_BEDC_1680x1050,275,4.51917,491579378897,0.80723,0.31657,3.87724,0.64193,10,1,0.72227,0.25185,1,0.00000,0.99905,0,,0.34085,0.41079,15.82149,0.93767,1,0.72679,0.42559,15.32405,0.94360,1,
19,Butterfly3_vib_p_BEDC_1680x1050,302,4.96131,491580929705,0.29366,0.26167,4.58344,0.37787,11,1,0.25772,0.46778,1,0.00000,0.99905,0,,0.32393,0.41653,14.84251,0.95080,1,0.71088,0.42950,17.58262,0.94835,1,
19,Butterfly3_vib_p_BEDC_1680x1050,324,5.32271,491582197338,0.25662,0.71842,5.02829,0.29441,12,1,0.25938,0.67122,1,0.00000,0.99905,0,,0.32969,0.42171,15.91042,0.95523,1,0.71860,0.43618,17.29738,0.95279,1,
19,Butterfly3_vib_p_BEDC_1680x1050,346,5.68435,491583465818,0.20911,0.71475,5.33922,0.34514,13,1,0.26402,0.65175,1,0.00000,0.99905,0,,0.32897,0.42292,14.49291,0.94259,1,0.71807,0.43773,16.47447,0.94441,1,
19,Butterfly3_vib_p_BEDC_1680x1050,360,5.91438,491584272636,0.38498,0.68006,5.70075,0.21362,14,1,0.85988,0.69674,1,0.00000,0.99905,0,,0.35296,0.42147,17.94653,0.95310,1,0.73929,0.43699,15.28748,0.95476,1,
19,Butterfly3_vib_p_BEDC_1680x1050,392,6.43989,491586115888,0.80367,0.69953,5.97998,0.45991,15,1,0.80002,0.75071,1,0.00000,0.99905,0,,0.35533,0.42134,15.88852,0.90280,1,0.74228,0.43758,14.23241,0.90100,1,
19,whitescreen_1680x1050,429,7.04757,491588247377,0.80343,0.74188,6.45650,0.59108,16,1,0.82551,0.75926,1,0.00000,0.99905,0,,0.35576,0.42194,16.16012,0.92239,1,0.74238,0.43869,15.26006,0.91994,1,
1,whitescreen_1680x1050,32,0.52620,491590149809,0.80457,0.74457,0.00000,0.52620,1,1,0.80963,0.75214,1,0.00000,0.99905,0,,0.35132,0.42096,16.32618,0.94308,1,0.73851,0.43698,15.13003,0.94943,1,
1,whitescreen_1680x1050,50,0.82194,491591187141,0.72786,0.18988,0.59162,0.23033,2,1,0.77079,0.26970,1,0.00000,0.99905,0,,0.35171,0.40132,16.55153,0.91320,1,0.73849,0.41972,14.42975,0.91076,1,
1,whitescreen_1680x1050,57,0.94719,491591626464,0.76763,0.27383,0.83807,0.10912,3,1,0.76981,0.38130,1,0.00000,0.99905,0,,0.34828,0.41007,16.60270,0.93389,1,0.73534,0.42787,14.10266,0.93982,1,
1,whitescreen_1680x1050,82,1.34739,491593030157,1.03772,1.12234,1.29792,0.04947,4,1,1.45110,1.67172,1,0.00000,0.99905,0,,0.30659,0.57763,20.53490,0.93767,1,0.63641,0.59998,11.87530,0.94360,1,
1,whitescreen_1680x1050,123,2.02121,491595393630,0.74848,0.33720,1.70906,0.31215,5,1,0.73635,0.24246,1,0.99940,0.00000,0,,0.14597,0.52196,19.40107,1.06668,1,0.51332,0.50123,16.97433,1.06811,1,
1,whitescreen_1680x1050,146,2.39872,491596717764,0.90681,0.24327,2.33311,0.06561,6,1,0.91707,0.23733,1,0.99940,0.00000,0,,0.50703,0.47410,15.79094,0.99678,1,0.51824,0.48744,15.46753,0.99820,0,
1,whitescreen_1680x1050,155,2.54675,491597236978,0.78338,3.47424,2.47445,0.07231,7,1,0.82658,3.46828,1,0.86310,0.00000,0,,0.12534,0.45014,18.51182,1.00466,1,0.49437,0.47305,15.24394,1.01100,1,
1,whitescreen_1680x1050,162,2.66196,491597641065,0.82693,1.36137,2.61223,0.04973,8,1,0.87949,3.45593,1,0.86726,0.04000,0,,0.12405,0.48975,21.34391,1.01777,1,0.49283,0.47040,15.71014,1.02953,1,
1,whitescreen_1680x1050,198,3.25310,491599714520,0.77135,0.26376,2.72755,0.52555,9,1,0.76445,0.33996,1,0.75060,0.39048,0,,0.15330,0.44934,17.23614,0.98332,1,0.52425,0.46132,16.08364,0.98966,1,
1,whitescreen_1680x1050,218,3.58176,491600867323,0.73459,0.24015,3.26933,0.31243,10,1,0.73405,0.17065,1,0.75060,0.39048,0,,0.19174,0.43305,16.85181,1.06446,1,0.56059,0.44229,15.96921,1.07130,1,
