MEDIA_ID,MEDIA_NAME,CNT,TIME(2016/10/24 20:50:12.503),TIMETICK(f=3507539),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,
0,blankscreen_1680x1050,5,0.08195,489188321564,0.38921,0.05515,0.00000,0.08195,1,1,0.38982,0.08513,1,0.38988,0.12000,0,,0.31023,0.54916,14.57436,1.00958,1,0.66161,0.53773,12.41127,1.00645,1,
0,blankscreen_1680x1050,28,0.46029,489189648631,0.39468,0.11802,0.09835,0.36194,2,1,0.43134,0.25079,1,0.00000,0.99905,0,,0.31398,0.55476,14.85763,1.04375,1,0.66553,0.54211,13.75020,1.04061,1,
0,blankscreen_1680x1050,50,0.82140,489190915219,0.42604,0.31951,0.52574,0.29566,3,1,0.43692,0.37446,1,0.00000,0.88190,0,,0.31318,0.56876,12.33065,0.98065,1,0.66509,0.55640,12.24734,0.98686,1,
0,blankscreen_1680x1050,73,1.19926,489192240560,0.44852,0.37183,0.83905,0.36020,4,1,0.46593,0.47723,1,0.00000,0.88095,0,,0.31585,0.57094,12.10215,0.98065,1,0.66706,0.55917,11.28456,0.98213,1,
0,blankscreen_1680x1050,98,1.61297,489193691692,0.47369,0.48164,1.21563,0.39734,5,1,0.52871,0.66035,0,0.00000,0.88095,0,,0.31689,0.57999,10.33629,1.04135,0,0.66770,0.57052,9.87203,1.04756,0,
0,blankscreen_1680x1050,139,2.28354,489196043723,0.47827,0.49850,1.82333,0.46020,6,1,0.50114,0.47377,1,0.00000,0.88095,0,,0.31569,0.58240,11.12969,0.98065,1,0.66649,0.57071,10.57299,0.98213,1,
0,blankscreen_1680x1050,158,2.59566,489197138520,0.48800,0.56096,2.29995,0.29571,7,1,0.48577,0.55009,1,0.00000,0.88095,0,,0.31356,0.58372,10.61774,1.00386,1,0.66517,0.57112,10.37184,1.00544,1,
0,blankscreen_1680x1050,179,2.94088,489198349376,0.47941,0.58935,2.61207,0.32881,8,1,0.48285,0.64720,1,0.00000,0.88095,0,,0.31479,0.58484,10.16644,1.01761,1,0.66568,0.57245,9.49992,1.01447,1,
0,blankscreen_1680x1050,196,3.22012,489199328808,0.49275,0.62795,2.95722,0.26290,9,1,0.49986,0.57466,1,0.00000,0.88095,0,,0.31508,0.58562,10.45755,0.99793,1,0.66586,0.57228,9.00199,1.00345,1,
0,blankscreen_1680x1050,214,3.51584,489200366069,0.48064,0.61438,3.24682,0.26901,10,1,0.46497,0.55844,1,0.00000,0.88095,0,,0.31361,0.58355,10.57711,1.00396,1,0.66455,0.57039,9.85497,1.00544,1,
0,blankscreen_1680x1050,256,4.20579,489202786086,0.47831,0.59619,3.53221,0.67357,11,1,0.46589,0.55675,1,0.00000,0.88095,0,,0.31526,0.58121,11.01884,1.04146,1,0.66582,0.56863,9.34617,1.04767,1,
0,blankscreen_1680x1050,299,4.91185,489205262645,0.48196,0.57264,4.22823,0.68362,12,1,0.42005,0.54506,1,0.00000,0.88095,0,,0.32126,0.58300,9.04397,1.04204,1,0.67099,0.57060,8.65736,1.04756,1,
0,blankscreen_1680x1050,320,5.25697,489206473152,0.60753,0.61714,4.92848,0.32849,13,1,0.62015,0.61591,1,0.00000,0.88095,0,,0.32229,0.58709,8.94985,1.01299,1,0.67260,0.57561,8.29488,1.01447,1,
